period;start_date;end_date;total_articles;instability_articles;stability_articles;political_instability_percentage;sample_titles;evidence_descriptions
2017-7-days1-15;10/07/2017;10/07/2017;7;1;6;14.29;Saúde libera R$ 20 milhões para estudos sobre a nutrição dos brasileiros;Análise qualitativa necessária para identificar instabilidade política
